mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v2-4,3_mobilenet_v3_large-32
mps-uncap,1.0,702.7928499016318,2101.6261983519794,413.0658177944529,2015.5049180642304
