mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,39.925098419189474,22.35581874847412,15.496540069580078
mig,0.6,79.30793762207033,10.458469390869142,70.52004337310792
mps-uncap,0.7,51.6885757446289,44.50554847717285,20.062422752380375
mig,0.7,123.31852912902838,13.69295120239258,124.4269609451294
mps-uncap,0.8,92.57378578186038,1374.0296363830566,25.129032135009762
mig,0.8,272.8918552398682,23.664355278015137,146.02255821228027
mps-uncap,0.9,107.40392208099367,14938.717031478882,35.669684410095215
mig,0.9,475.97103118896507,38.365101814270034,308.2340955734253
mps-uncap,1.0,201.5192031860351,24354.877400398254,48.33230972290044
mig,1.0,1223.970079421997,257.6127052307129,1484.7810745239258
mps-uncap,1.1,1728.2692432403567,31675.01351833343,81.41646385192871
mig,1.1,6367.116570472717,7194.139647483826,8297.846198081972
mps-uncap,1.2,3714.3731117248535,35407.084822654724,80.41524887084961
mig,1.2,13446.176552772526,13154.28776741028,12670.708036422731
mps-uncap,1.3,17100.241708755493,41110.81233024597,138.6722087860107
mig,1.3,16782.550120353702,19447.888374328613,19188.748717308044
