mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,21.949291229248047,4.116058349609375,10.759115219116211
mig,0.6,39.53099250793457,4.146337509155273,35.72559356689453
mps-uncap,0.7,22.12977409362793,4.057884216308594,10.727643966674805
mig,0.7,39.55268859863281,4.056215286254883,35.70699691772461
mps-uncap,0.8,24.72519874572754,4.2514801025390625,12.856245040893555
mig,0.8,39.42561149597168,4.122257232666016,35.73751449584961
mps-uncap,0.9,23.479223251342773,4.200935363769531,12.07113265991211
mig,0.9,39.530277252197266,4.084348678588867,35.83049774169922
mps-uncap,1.0,24.78814125061035,5.570650100708008,12.697696685791016
mig,1.0,39.81494903564453,4.091739654541016,35.774946212768555
mps-uncap,1.1,25.769710540771484,5.2814483642578125,12.328147888183594
mig,1.1,40.00973701477051,4.155397415161133,35.95256805419922
mps-uncap,1.2,26.180744171142578,5.582332611083984,12.459754943847656
mig,1.2,39.786338806152344,4.196643829345703,37.075042724609375
mps-uncap,1.3,25.782108306884766,5.7735443115234375,12.34579086303711
mig,1.3,40.12608528137207,4.241943359375,36.02766990661621
