mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,27.50861644744873,4.317760467529297,15.864133834838867
mig,0.6,40.307044982910156,4.221439361572266,36.156296730041504
mps-uncap,0.7,28.491973876953125,4.265546798706055,18.211960792541504
mig,0.7,40.44389724731445,4.135608673095703,36.16368770599365
mps-uncap,0.8,30.510902404785156,4.323244094848633,20.69711685180664
mig,0.8,40.36545753479004,4.179477691650391,36.168813705444336
mps-uncap,0.9,31.751036643981934,4.514932632446289,21.587491035461426
mig,0.9,40.468454360961914,4.13060188293457,36.23044490814209
mps-uncap,1.0,34.04855728149414,5.287289619445801,22.742509841918945
mig,1.0,40.59624671936035,4.126548767089844,36.2391471862793
mps-uncap,1.1,37.27269172668457,5.656838417053223,23.113012313842773
mig,1.1,40.634751319885254,4.123926162719727,36.277174949645996
mps-uncap,1.2,39.578914642333984,5.792379379272461,23.209095001220703
mig,1.2,40.62235355377197,4.115581512451172,36.31091117858887
mps-uncap,1.3,41.62144660949707,5.974531173706055,23.32592010498047
mig,1.3,40.6416654586792,4.193782806396484,36.30495071411133
