mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,37.027835845947266,7.3112010955810565,24.984049797058105
mig,0.6,42.44894981384277,4.83250617980957,37.44931221008301
mps-uncap,0.7,37.59660720825195,7.755422592163085,25.694012641906742
mig,0.7,42.46134757995606,4.6135663986206055,37.33682632446289
mps-uncap,0.8,38.89460563659668,8.16202163696289,25.890016555786133
mig,0.8,41.90964698791504,4.539251327514648,37.18552589416504
mps-uncap,0.9,39.3200159072876,8.675336837768555,26.064062118530273
mig,0.9,41.753578186035156,4.348278045654297,37.088632583618164
mps-uncap,1.0,39.76302146911621,9.263777732849121,26.232767105102543
mig,1.0,41.68405532836914,4.26936149597168,36.98296546936035
mps-uncap,1.1,43.38235855102539,9.311079978942871,25.814962387084964
mig,1.1,41.57729148864746,4.246711730957031,36.995673179626465
mps-uncap,1.2,43.48273277282715,9.470701217651367,25.771141052246094
mig,1.2,41.58291816711426,4.239320755004883,37.00356483459473
mps-uncap,1.3,43.59879493713379,9.868168830871582,25.829219818115234
mig,1.3,41.88816547393799,4.3659210205078125,37.19353675842285
