mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,41.5153956413269,12.314529418945312,28.764870166778564
mig,0.6,44.00519371032715,6.379594802856445,39.3233847618103
mps-uncap,0.7,40.68370819091794,12.447500228881841,28.34204435348511
mig,0.7,44.038915634155266,6.360628604888915,39.28194046020508
mps-uncap,0.8,41.52623653411865,12.763881683349602,28.839135169982907
mig,0.8,43.86552810668946,6.246030330657959,39.41361427307129
mps-uncap,0.9,41.23497247695923,13.141136169433594,28.647742271423358
mig,0.9,43.74098539352417,6.071133613586426,38.95277976989746
mps-uncap,1.0,41.36551856994629,13.490252494812012,28.64180088043213
mig,1.0,43.77635955810547,5.920252799987795,39.00075912475586
mps-uncap,1.1,44.50815200805664,12.728824615478516,28.02557945251465
mig,1.1,43.6920952796936,5.751030445098872,39.07356500625611
mps-uncap,1.2,44.53822135925294,12.960946559906011,27.901268005371094
mig,1.2,43.558166027069085,5.685520172119138,39.24654006958007
mps-uncap,1.3,44.5367169380188,13.085963726043698,27.865729331970215
mig,1.3,43.922574520111084,6.019058227539054,39.228999614715576
