mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,0.014543533325195312,0.012874603271484375,0.012159347534179688
mig,0.6,0.014543533325195312,0.012159347534179688,0.013828277587890625
mps-uncap,0.7,0.01430511474609375,0.011682510375976562,0.013589859008789062
mig,0.7,0.01430511474609375,0.011920928955078125,0.013589859008789062
mps-uncap,0.8,0.014781951904296875,0.014781951904296875,0.013828277587890625
mig,0.8,0.013828277587890625,0.012159347534179688,0.0133514404296875
mps-uncap,0.9,0.014543533325195312,0.014066696166992188,0.014543533325195312
mig,0.9,0.01430511474609375,0.012159347534179688,0.015020370483398438
mps-uncap,1.0,0.014066696166992188,0.01430511474609375,0.013828277587890625
mig,1.0,0.015497207641601562,0.012159347534179688,0.0152587890625
mps-uncap,1.1,0.015020370483398438,0.015735626220703125,0.013589859008789062
mig,1.1,0.015735626220703125,0.014543533325195312,0.017404556274414062
mps-uncap,1.2,0.018358230590820312,0.014781951904296875,0.013589859008789062
mig,1.2,0.01811981201171875,0.015020370483398438,0.020742416381835938
mps-uncap,1.3,0.018835067749023438,0.018358230590820312,0.014066696166992188
mig,1.3,0.020503997802734375,0.015497207641601562,0.018358230590820312
