mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,136.32869720458984,86.43078804016113,92.8049087524414
mig,0.6,308.135986328125,41.25380516052246,254.60553169250488
mps-uncap,0.7,208.53853225708008,113.16204071044922,84.43331718444824
mig,0.7,289.9138927459717,62.45994567871094,397.35984802246094
mps-uncap,0.8,265.7458782196045,1847.691297531128,108.76321792602539
mig,0.8,824.9480724334717,79.43844795227051,474.0290641784668
mps-uncap,0.9,455.9473991394043,16350.528955459595,140.5320167541504
mig,0.9,861.1965179443359,90.38162231445312,668.541669845581
mps-uncap,1.0,495.15843391418457,27469.788312911987,163.96737098693848
mig,1.0,2672.339916229248,343.1367874145508,1972.2437858581543
mps-uncap,1.1,3135.8299255371094,35349.12037849426,237.1222972869873
mig,1.1,6929.7239780426025,7716.879844665527,9307.349443435669
mps-uncap,1.2,4032.2484970092773,39539.753675460815,296.785831451416
mig,1.2,15534.841775894165,14574.74946975708,13649.434804916382
mps-uncap,1.3,18943.5613155365,45736.568212509155,504.0473937988281
mig,1.3,19656.35323524475,21796.329736709595,21109.266757965088
