mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,21.918535232543945,4.0798187255859375,10.692358016967773
mig,0.6,39.45159912109375,4.111766815185547,35.636186599731445
mps-uncap,0.7,22.110700607299805,4.017114639282227,10.709762573242188
mig,0.7,39.427995681762695,4.03141975402832,35.6602668762207
mps-uncap,0.8,24.377822875976562,4.110574722290039,12.609720230102539
mig,0.8,39.407968521118164,4.087686538696289,35.553693771362305
mps-uncap,0.9,23.46014976501465,4.12750244140625,11.476755142211914
mig,0.9,39.43490982055664,4.041433334350586,35.681724548339844
mps-uncap,1.0,24.19281005859375,4.01616096496582,12.680530548095703
mig,1.0,39.50214385986328,4.038095474243164,35.64000129699707
mps-uncap,1.1,24.8415470123291,4.099369049072266,12.192010879516602
mig,1.1,39.56866264343262,4.036903381347656,35.69602966308594
mps-uncap,1.2,25.10380744934082,4.0950775146484375,11.915922164916992
mig,1.2,39.53909873962402,4.016876220703125,35.76803207397461
mps-uncap,1.3,24.98602867126465,4.098415374755859,12.326717376708984
mig,1.3,39.62206840515137,4.086494445800781,35.66479682922363
