mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,0.03504753112792969,4.324913024902344,0.02193450927734375
mig,0.6,13.970613479614258,2.1266937255859375,11.961579322814941
mps-uncap,0.7,0.9520053863525391,10.823726654052734,0.019788742065429688
mig,0.7,29.815673828125,3.391742706298828,30.197858810424805
mps-uncap,0.8,17.21787452697754,1034.578800201416,0.020265579223632812
mig,0.8,53.84540557861328,6.044149398803711,35.42685508728027
mps-uncap,0.9,23.787856101989746,8613.699674606323,0.028371810913085938
mig,0.9,133.7794065475464,12.132763862609863,100.41368007659912
mps-uncap,1.0,50.09293556213379,14113.348364830017,6.5822601318359375
mig,1.0,635.7953548431396,138.2758617401123,597.3649024963379
mps-uncap,1.1,501.42645835876465,17741.66738986969,18.16868782043457
mig,1.1,4377.916932106018,3687.798857688904,3800.3220558166504
mps-uncap,1.2,2189.420223236084,19885.09738445282,20.147085189819336
mig,1.2,7217.389106750488,7234.5521450042725,7530.01070022583
mps-uncap,1.3,9065.033435821533,23213.84906768799,35.65669059753418
mig,1.3,9153.744459152222,10407.986164093018,9360.95118522644
