mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,108.90865325927734,82.25560188293457,69.5352554321289
mig,0.6,268.1927680969238,37.06765174865723,217.6187038421631
mps-uncap,0.7,169.9209213256836,108.84213447570801,60.63652038574219
mig,0.7,248.57807159423828,58.016061782836914,361.49072647094727
mps-uncap,0.8,238.65532875061035,1842.9183959960938,87.45598793029785
mig,0.8,784.503698348999,74.8891830444336,437.41321563720703
mps-uncap,0.9,428.5292625427246,16342.946767807007,114.23563957214355
mig,0.9,820.807933807373,86.28320693969727,632.8125
mps-uncap,1.0,456.9878578186035,27459.19919013977,143.02587509155273
mig,1.0,2631.4878463745117,339.02716636657715,1935.6095790863037
mps-uncap,1.1,3092.8964614868164,35335.10637283325,213.43111991882324
mig,1.1,6888.9899253845215,7712.795972824097,9271.128177642822
mps-uncap,1.2,4005.7804584503174,39523.25677871704,273.52142333984375
mig,1.2,15493.626117706299,14567.79432296753,13612.96010017395
mps-uncap,1.3,18914.894104003906,45716.22824668884,478.85656356811523
mig,1.3,19616.437673568726,21786.264419555664,21073.118209838867
