mode,load,0_densenet169-32,1_mobilenet_v3_small-16,2_resnet101-16
mps-uncap,0.6,81.74577236175537,52.69901514053344,39.08637523651123
mig,0.6,175.7594871520994,21.228098869323723,133.5911345481873
mps-uncap,0.7,112.14424133300736,77.20796585083009,41.23920440673828
mig,0.7,202.73819923400876,30.028958320617626,281.1172485351562
mps-uncap,0.8,168.44309329986572,1793.4639930725095,57.55665779113768
mig,0.8,629.3703746795654,48.07722568511963,340.0283432006836
mps-uncap,0.9,236.3500165939333,16134.762601852415,86.23258590698254
mig,0.9,699.9458146095277,65.82529306411745,512.5204801559443
mps-uncap,1.0,373.90298843383783,27219.01575565338,101.3609027862549
mig,1.0,2456.5336132049533,309.56626892089844,1802.6709747314453
mps-uncap,1.1,2903.080215454101,34961.81497335434,143.74813079833984
mig,1.1,6704.25372838974,7653.768973350524,9051.063997745514
mps-uncap,1.2,3908.659286499024,39057.038497924805,183.53576660156222
mig,1.2,15276.263630390167,14409.721298217773,13486.35085105896
mps-uncap,1.3,18628.942532539364,45223.89043331146,299.74359512329085
mig,1.3,19274.19105052948,21517.286262512207,20872.512185573578
