mode,load,0_densenet121-32,1_efficientnet_b7-2,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,0.0007152557373046875,0.010013580322265625,0.0007152557373046875,0.009059906005859375
