mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,94.4368839263916,43.31350326538086,17.28653907775879
mps-uncap,0.9,243.8681125640869,73.42386245727539,29.120683670043945
mps-uncap,1.0,431.2398433685303,167.5248146057129,500.9734630584717
mps-uncap,0.5,61.80977821350098,22.418498992919922,17.482995986938477
mps-uncap,0.6,54.99839782714844,23.835420608520508,12.481927871704102
mps-uncap,0.7,90.32821655273438,32.087087631225586,24.00374412536621
mps-uncap,0.1,50.4298210144043,22.465229034423828,10.411262512207031
mps-uncap,0.2,52.31761932373047,25.885581970214844,15.776872634887695
mps-uncap,0.3,51.70726776123047,29.23130989074707,16.465425491333008
mps-uncap,0.4,45.92466354370117,31.800270080566406,15.69986343383789
