mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,9.692668914794922,2.6330947875976562,1.0221004486083984
mps-uncap,0.9,22.854328155517578,5.301117897033691,2.065896987915039
mps-uncap,1.0,83.91499519348145,30.086994171142578,317.726731300354
mps-uncap,0.5,0.05352497100830078,0.5224943161010742,0.339508056640625
mps-uncap,0.6,2.5625228881835938,1.068115234375,0.3619194030761719
mps-uncap,0.7,7.086515426635742,1.8516778945922852,0.5624294281005859
mps-uncap,0.1,0.059604644775390625,0.04982948303222656,0.04482269287109375
mps-uncap,0.2,0.054717063903808594,0.049591064453125,0.04601478576660156
mps-uncap,0.3,0.04649162292480469,0.049233436584472656,0.04887580871582031
mps-uncap,0.4,0.045299530029296875,0.35858154296875,0.34630298614501953
