mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,13.03243637084961,3.992319107055664,2.7310848236083984
mps-uncap,0.9,13.35453987121582,4.035472869873047,2.8090476989746094
mps-uncap,1.0,12.669086456298828,3.6585330963134766,3.136157989501953
mps-uncap,0.5,16.535043716430664,6.104707717895508,3.908395767211914
mps-uncap,0.6,15.74254035949707,5.634307861328125,3.130674362182617
mps-uncap,0.7,13.492107391357422,4.482030868530273,2.753734588623047
mps-uncap,0.1,23.82206916809082,7.948398590087891,4.082441329956055
mps-uncap,0.2,23.929357528686523,7.366418838500977,4.050016403198242
mps-uncap,0.3,23.64349365234375,7.364034652709961,3.7050247192382812
mps-uncap,0.4,18.429040908813477,6.945371627807617,3.5953521728515625
