mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,10.123252868652344,2.567601203918457,1.59454345703125
mps-uncap,0.9,10.310769081115723,2.556324005126953,1.6055107116699219
mps-uncap,1.0,9.959840774536133,2.55584716796875,1.7583370208740234
mps-uncap,0.5,11.566781997680664,3.9103031158447266,2.0284652709960938
mps-uncap,0.6,10.884428024291994,2.598881721496582,1.8579959869384766
mps-uncap,0.7,10.225844383239746,2.6254653930664062,1.5773773193359375
mps-uncap,0.1,22.242116928100597,6.714487075805665,3.2324790954589844
mps-uncap,0.2,19.03109550476076,6.483769416809082,3.2203197479248047
mps-uncap,0.3,15.473985671997072,5.615830421447754,3.068113327026367
mps-uncap,0.4,14.238500595092775,4.187774658203126,2.6750564575195312
