mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,78.03428173065198,24.719004631042438,10.29793739318847
mps-uncap,0.9,191.47375822067238,48.145692348479976,16.696457862854015
mps-uncap,1.0,395.6725978851306,125.80139636993412,489.06070470809937
mps-uncap,0.5,35.30187368392939,13.729882240295408,9.081983566284196
mps-uncap,0.6,40.32620429992676,14.44154977798462,7.4883675575256365
mps-uncap,0.7,66.9145083427429,18.69723081588745,8.657178878784181
mps-uncap,0.1,40.798768997192354,15.671834945678707,6.308774948120122
mps-uncap,0.2,41.256334781646736,19.473755359649655,9.518518447875966
mps-uncap,0.3,36.00737094879149,17.894864082336426,11.149578094482422
mps-uncap,0.4,36.04777812957764,16.31103992462161,10.693709850311276
