mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,9.52768325805664,2.4499893188476562,1.4340877532958984
mps-uncap,0.9,9.868741035461426,2.448558807373047,1.4731884002685547
mps-uncap,1.0,9.617328643798828,2.463102340698242,1.6196966171264648
mps-uncap,0.5,9.386897087097168,2.465367317199707,1.8570423126220703
mps-uncap,0.6,9.397268295288086,2.4328231811523438,1.4176368713378906
mps-uncap,0.7,9.41455364227295,2.4864673614501953,1.3797283172607422
mps-uncap,0.1,19.11783218383789,6.0988664627075195,2.9093027114868164
mps-uncap,0.2,14.861345291137695,5.631566047668457,2.9091835021972656
mps-uncap,0.3,11.893272399902344,3.9153099060058594,2.657175064086914
mps-uncap,0.4,9.618163108825684,2.7070045471191406,1.9087791442871094
