mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,37.958621978759766,10.283803939819332,4.3445587158203125
mps-uncap,0.9,84.0733528137207,24.48847293853759,7.675933837890625
mps-uncap,1.0,260.87021827697754,75.1037836074829,445.0496673583985
mps-uncap,0.5,13.671612739562987,4.9675703048706055,3.3386468887329124
mps-uncap,0.6,15.762758255004886,5.439043045043945,2.7047634124755873
mps-uncap,0.7,28.278088569641117,7.609128952026367,3.0863285064697266
mps-uncap,0.1,9.652376174926777,4.245162010192872,1.5827178955078125
mps-uncap,0.2,12.531805038452148,6.327986717224125,2.9239654541015625
mps-uncap,0.3,11.434888839721687,6.271600723266602,4.033613204956056
mps-uncap,0.4,12.331199645996115,5.848598480224612,3.5930633544921897
