mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,84.48314666748047,40.84634780883789,15.952825546264648
mps-uncap,0.9,234.13586616516113,70.8770751953125,27.986764907836914
mps-uncap,1.0,421.5433597564697,165.14301300048828,499.38178062438965
mps-uncap,0.5,53.02906036376953,19.349098205566406,15.827417373657227
mps-uncap,0.6,46.21720314025879,21.49796485900879,10.657072067260742
mps-uncap,0.7,81.31933212280273,29.54411506652832,22.554636001586914
mps-uncap,0.1,39.95108604431152,16.57271385192871,7.4634552001953125
mps-uncap,0.2,42.77348518371582,22.14670181274414,13.944625854492188
mps-uncap,0.3,42.47021675109863,26.86309814453125,14.675140380859375
mps-uncap,0.4,37.22190856933594,27.848005294799805,13.808727264404297
