mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,11.544871330261238,2.6863408088684078,1.7061233520507812
mps-uncap,0.9,11.153481006622311,2.66834020614624,1.710562705993653
mps-uncap,1.0,11.208496093749993,2.6582789421081547,1.8760848045349128
mps-uncap,0.5,15.5061650276184,4.4574856758117605,2.7153348922729514
mps-uncap,0.6,13.541059494018484,3.9531588554382324,2.0423364639282227
mps-uncap,0.7,11.985619068145748,3.105101585388185,1.8952083587646489
mps-uncap,0.1,23.556365966796875,7.098202705383301,3.435101509094239
mps-uncap,0.2,23.408458232879642,6.781773567199706,3.3838748931884766
mps-uncap,0.3,19.52342033386229,6.52233362197876,3.293313980102539
mps-uncap,0.4,15.773906707763665,5.603032112121587,3.0619359016418453
