mode,load,0_efficientnet_b5-2,1_mobilenet_v3_small-8,2_resnet18-4
mps-uncap,0.8,8.529901504516602,2.341747283935547,1.1293888092041016
mps-uncap,0.9,8.857011795043945,2.336740493774414,1.1303424835205078
mps-uncap,1.0,9.046077728271484,2.383708953857422,1.1434555053710938
mps-uncap,0.5,8.526086807250977,2.355337142944336,1.1272430419921875
mps-uncap,0.6,8.687496185302734,2.3140907287597656,1.1222362518310547
mps-uncap,0.7,8.54349136352539,2.385854721069336,1.1398792266845703
mps-uncap,0.1,8.718013763427734,2.4178028106689453,1.1420249938964844
mps-uncap,0.2,8.777856826782227,2.3560523986816406,1.1301040649414062
mps-uncap,0.3,8.501529693603516,2.3565292358398438,1.1320114135742188
mps-uncap,0.4,8.444786071777344,2.426624298095703,1.1317729949951172
