mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_vgg11-16
mps-uncap,0.8,26.888608932495117,4.834890365600586,5.399465560913086
mps-uncap,0.9,27.76169776916504,4.859685897827148,5.378007888793945
mps-uncap,1.0,28.077363967895508,4.8770904541015625,5.424737930297852
mps-uncap,0.5,26.597023010253906,4.837274551391602,5.375385284423828
mps-uncap,0.6,26.817798614501953,4.852294921875,5.364418029785156
mps-uncap,0.7,26.848316192626953,4.851579666137695,5.389213562011719
mps-uncap,0.1,26.599407196044922,4.863262176513672,5.400180816650391
mps-uncap,0.2,26.66926383972168,4.827260971069336,5.388975143432617
mps-uncap,0.3,26.67522430419922,4.828453063964844,5.378246307373047
mps-uncap,0.4,26.66926383972168,4.823446273803711,5.395650863647461
