mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_vgg11-16
mps-uncap,0.8,0.06699562072753906,0.053882598876953125,3.2895803451538086
mps-uncap,0.9,53.70020866394043,8.841753005981445,8.153557777404785
mps-uncap,1.0,318.9435005187988,124.99308586120605,122.24709987640381
mps-uncap,0.5,0.05817413330078125,0.05054473876953125,0.0457763671875
mps-uncap,0.6,0.05745887756347656,0.05030632019042969,0.048160552978515625
mps-uncap,0.7,0.06198883056640625,0.05245208740234375,0.35691261291503906
mps-uncap,0.1,0.05698204040527344,0.06103515625,0.057697296142578125
mps-uncap,0.2,0.06198883056640625,0.057697296142578125,0.04887580871582031
mps-uncap,0.3,0.05793571472167969,0.057220458984375,0.047206878662109375
mps-uncap,0.4,0.0591278076171875,0.053882598876953125,0.04839897155761719
