mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_vgg11-16
mps-uncap,0.8,343.49395275115927,121.80486679077144,63.710558414458994
mps-uncap,0.9,695.3839969635004,151.72593116760254,101.2478542327881
mps-uncap,1.0,1184.0127563476562,920.7186698913582,510.5245923995972
mps-uncap,0.5,97.1184349060058,30.702171325683626,22.49980926513672
mps-uncap,0.6,145.45232772827126,41.25789880752562,26.295146942138672
mps-uncap,0.7,196.25458717346203,57.80498981475829,33.999748229980455
mps-uncap,0.1,47.387514114379826,13.612847328186051,11.102604866027818
mps-uncap,0.2,56.522827148437486,16.18026733398435,11.988072395324714
mps-uncap,0.3,79.72048282623297,20.296137332916256,14.166474342346191
mps-uncap,0.4,80.75646400451662,23.29347133636477,19.425086975097656
