mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-32,2_vgg11-16
mps-uncap,0.8,76.8284797668457,16.221046447753906,10.10143756866455
mps-uncap,0.9,129.1332244873047,26.439905166625977,15.74552059173584
mps-uncap,1.0,415.0357246398926,147.49884605407715,130.95533847808838
mps-uncap,0.5,40.81535339355469,9.541034698486328,6.368398666381836
mps-uncap,0.6,49.513936042785645,10.130524635314941,7.173061370849609
mps-uncap,0.7,58.534860610961914,12.76087760925293,8.201122283935547
mps-uncap,0.1,26.840806007385254,7.274866104125977,5.573749542236328
mps-uncap,0.2,31.551122665405273,7.5626373291015625,5.570650100708008
mps-uncap,0.3,31.629323959350586,7.330536842346191,5.566596984863281
mps-uncap,0.4,36.15880012512207,8.122682571411133,5.637407302856445
