mode,load,0_densenet161-2,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_vgg13-32
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.010251998901367188,0.000476837158203125
