mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_resnet18-32,3_squeezenet1_1-16
mps-uncap,1.0,1363.5318785033153,2336.6829674177366,3113.4045786200822,1757.5176592598868
