mode,load,0_alexnet-8,1_resnet152-2,2_resnet152-8
mps-uncap,1.0,0.0073909759521484375,0.005245208740234375,0.000476837158203125
mig,1.0,0.014543533325195312,0.0050067901611328125,0.0040531158447265625
