mode,load,0_alexnet-8,1_resnet152-2,2_resnet152-8
mps-uncap,1.0,1.4863014221191406,13.985395431518555,16.49785041809082
mig,1.0,1.7795562744140625,13.565301895141602,25.905132293701172
