mode,load,0_densenet169-32,1_mobilenet_v3_large-16,2_vgg19-2
mps-uncap,0.8,227.30159759521484,52.09132432937595,36.290788650512745
mps-uncap,0.9,576.1295437812809,114.39322471618651,64.4367504119873
mps-uncap,1.0,1467.2926807403567,724.6570801734925,439.59507465362555
mps-uncap,0.5,90.49402713775635,22.220625877380368,14.753818511962889
mps-uncap,0.6,120.06759643554695,24.757087230682373,18.310923576355037
mps-uncap,0.7,164.19237136840817,31.078529357910142,23.50370883941648
mps-uncap,0.1,45.53807735443117,13.262882232666016,6.494865417480472
mps-uncap,0.2,46.7801284790039,15.725326538085938,9.131326675415059
mps-uncap,0.3,55.32964706420897,19.31966543197633,9.894688129425043
mps-uncap,0.4,69.98856306076028,22.223608493804928,11.452648639678964
