mode,load,0_densenet169-32,1_mobilenet_v3_large-16,2_vgg19-2
mps-uncap,0.8,41.254281997680664,13.455867767333984,10.087966918945312
mps-uncap,0.9,40.53449630737305,13.627052307128906,10.336637496948242
mps-uncap,1.0,40.65585136413574,13.88239860534668,10.508060455322266
mps-uncap,0.5,38.14053535461426,11.795997619628906,10.183572769165039
mps-uncap,0.6,39.26873207092285,12.300252914428711,10.097265243530273
mps-uncap,0.7,40.906429290771484,12.482643127441406,10.242223739624023
mps-uncap,0.1,26.89075469970703,10.786294937133789,9.608745574951172
mps-uncap,0.2,29.84333038330078,12.087583541870117,10.367393493652344
mps-uncap,0.3,31.970739364624023,11.54184341430664,9.853839874267578
mps-uncap,0.4,35.97116470336914,12.133121490478516,9.917736053466797
