mode,load,0_densenet169-32,1_mobilenet_v3_large-16,2_vgg19-2
mps-uncap,0.8,695.1296370524885,1468.9005184373916,278.82489338487994
mps-uncap,0.9,699.240663138489,1636.5991390996408,321.79233407074173
mps-uncap,1.0,829.7634920610501,1858.898568215307,356.6669737177987
mps-uncap,0.5,392.0101720154778,920.2553515850782,173.29630898260564
mps-uncap,0.6,480.1834959266278,1089.965287418098,213.06240253763193
mps-uncap,0.7,548.3845866502279,1273.0625630215716,248.77962457096774
mps-uncap,0.1,87.2050913601984,182.59027289799266,34.7966352963044
mps-uncap,0.2,166.21981561717828,367.152926970241,70.34938540195644
mps-uncap,0.3,254.4546175495653,559.5013545640377,105.00019741229409
mps-uncap,0.4,329.85273839965566,724.3232276660867,143.9725991570494
