mode,load,0_densenet161-2,1_resnet18-4,2_squeezenet1_0-4
mps-uncap,0.8,7939.088821411133,99.30753707885742,53.5888671875
mps-uncap,0.9,13952.018737792969,108.3686351776123,716.9125080108643
mps-uncap,1.0,18196.75040245056,3031.531810760498,3597.9247093200684
mps-uncap,0.5,143.5248851776123,13.908624649047852,17.917394638061523
mps-uncap,0.6,499.92823600769043,18.265962600708008,28.99622917175293
mps-uncap,0.7,537.0402336120605,49.57890510559082,40.3294563293457
mps-uncap,0.1,33.84542465209961,10.662317276000977,10.587930679321289
mps-uncap,0.2,67.3675537109375,17.251014709472656,15.525341033935547
mps-uncap,0.3,89.12324905395508,14.600992202758789,12.271404266357422
mps-uncap,0.4,116.60194396972656,14.08529281616211,14.170646667480469
