mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,7.491350173950195,0.7567405700683594,2.011537551879883
mig,1.0,9.468793869018555,1.617431640625,3.0264854431152344
