mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,9.758381843566895,3.428220748901367,6.0418987274169895
mig,1.0,10.827164649963379,2.0086622238159184,3.7117385864257804
