mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,9.758327007293701,3.4279823303222656,6.041717529296873
mig,1.0,10.82709550857544,2.0084381103515625,3.711500167846679
