mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,7.491588592529297,0.7567405700683594,2.0117759704589844
mig,1.0,9.469032287597656,1.617431640625,3.026723861694336
