mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,8.955001831054688,1.3980865478515625,3.4143924713134766
mig,1.0,10.03885269165039,1.6779899597167969,3.145933151245117
