mode,load,0_mobilenet_v3_large-32,1_alexnet-4,2_squeezenet1_1-8
mps-uncap,1.0,9.355950355529785,2.558469772338867,5.741024017333985
mig,1.0,10.482335090637207,1.8162727355957031,3.3795833587646484
