mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4
mig,0.1,0.027894973754882812,0.028371810913085938
mig,0.2,0.029802322387695312,0.0286102294921875
mig,0.3,0.031232833862304688,0.026941299438476562
mig,0.4,0.22208690643310547,0.028133392333984375
mig,0.5,1.0426044464111328,0.9393692016601562
mig,0.6,1.8500089645385742,1.8527507781982422
mig,0.7,4.264116287231445,4.580020904541016
mig,0.8,271.9871997833252,27.42910385131836
mig,0.9,3600.6791591644287,2921.077847480774
mig,1.0,6798.001289367676,5717.010617256165
