mode,load,0_vgg16-32,1_vgg16-32,2_vgg16-32,3_vgg16-32
mig,0.1,117.45214462280273,172.12677001953125,121.41537666320801,238.59596252441406
mig,0.2,204.94818687438965,168.70379447937012,191.1308765411377,294.04520988464355
mig,0.3,163.30385208129883,185.41502952575684,177.24227905273438,308.8088035583496
mig,0.4,219.84028816223145,229.4621467590332,276.23486518859863,400.8598327636719
mig,0.5,301.67174339294434,349.17545318603516,254.80341911315918,489.1970157623291
mig,0.6,255.4154396057129,519.1159248352051,383.2845687866211,604.3500900268555
mig,0.7,404.9677848815918,396.3344097137451,689.1119480133057,1378.7050247192383
mig,0.8,681.0188293457031,559.8993301391602,688.7946128845215,807.6398372650146
mig,0.9,921.8451976776123,1009.0906620025635,900.5069732666016,1293.1721210479736
mig,1.0,1586.2150192260742,2197.199821472168,2184.8342418670654,1328.819751739502
