mode,load,0_vgg16-32,1_vgg16-32,2_vgg16-32,3_vgg16-32
mig,0.1,115.32419204711914,134.35416221618615,118.9328956604004,230.9809350967407
mig,0.2,175.01024007797224,146.0921049118043,172.45841026306147,253.842601776123
mig,0.3,153.61228942871097,155.3083062171936,160.37100791931158,281.3987445831294
mig,0.4,192.4081897735596,180.1429510116577,215.01846313476537,347.37761974334757
mig,0.5,246.59993886947615,254.1355895996093,208.03786277770982,438.76670360565174
mig,0.6,223.09502601623544,471.5446472167969,282.14206218719465,472.48005867004434
mig,0.7,349.1915225982666,333.8981866836548,647.1753430366515,1233.49689245224
mig,0.8,621.3553762435914,497.7142810821533,549.1937255859377,754.7155213356017
mig,0.9,817.2831535339355,936.6877794265747,793.7270307540894,1266.368246078491
mig,1.0,1478.352673053741,1980.9811687469482,2134.4165515899654,1192.8811788558958
