mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_squeezenet1_0-16
mps-uncap,1.0,728.6691527150555,2284.735737859822,2289.7325723116264,1739.2900403007002
