mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-2
mps-uncap,1.0,8.296728134155273,13.204574584960938,13.204574584960938,2.901792526245117
