mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-2
mps-uncap,1.0,11.285557746887203,13.875999450683594,13.875761032104492,9.170575141906738
