mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-2
mps-uncap,1.0,9.740114212036133,13.698339462280273,13.693809509277344,8.596086502075197
