mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-2
mps-uncap,1.0,273.2806642503268,2465.6230500403885,2465.6276055369876,428.35970803831435
