mode,load,0_densenet201-16,1_efficientnet_b7-16,2_mobilenet_v3_large-8
mps-uncap,0.8,42.887187004089355,40.686750411987305,9.414577484130861
mps-uncap,0.9,41.224193572998054,41.455650329589844,10.912370681762694
mps-uncap,1.0,41.55409336090088,41.92032814025879,11.330127716064453
mps-uncap,0.5,40.00563621520997,38.21074962615967,8.220553398132324
mps-uncap,0.6,40.59276580810547,38.42573165893555,8.648872375488281
mps-uncap,0.7,42.39697456359863,39.94700908660889,9.259653091430664
mps-uncap,0.1,29.833674430847168,32.20820426940918,7.835531234741211
mps-uncap,0.2,32.4129581451416,33.727884292602546,7.889270782470703
mps-uncap,0.3,35.483479499816895,35.1116180419922,7.824182510375977
mps-uncap,0.4,38.2612943649292,36.75203323364258,8.177042007446289
