mode,load,0_densenet201-16,1_efficientnet_b7-16,2_mobilenet_v3_large-8
mps-uncap,0.8,15.84482192993164,26.70001983642578,2.7620792388916016
mps-uncap,0.9,15.735626220703125,26.620149612426758,2.805948257446289
mps-uncap,1.0,16.312837600708008,26.953935623168945,2.7892589569091797
mps-uncap,0.5,15.714883804321289,26.69811248779297,2.7704238891601562
mps-uncap,0.6,15.816211700439453,26.57485008239746,2.84576416015625
mps-uncap,0.7,15.799283981323242,26.5810489654541,2.779245376586914
mps-uncap,0.1,15.743255615234375,26.733875274658203,2.841472625732422
mps-uncap,0.2,15.875101089477539,26.68905258178711,2.853870391845703
mps-uncap,0.3,15.858888626098633,26.708364486694336,2.7840137481689453
mps-uncap,0.4,15.841960906982422,26.562213897705078,2.7780532836914062
