mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_resnet34-32
mps-uncap,1.0,0.011205673217773438,0.003814697265625,0.0007152557373046875,0.0026226043701171875
