mode,load,0_resnet101-16,1_resnet101-16
mig,0.1,95.74620818170051,78.43775301394028
mig,0.2,197.30189895081315,156.5377994481486
mig,0.3,285.0748826593362,225.24859669872373
mig,0.4,376.1186265440235,308.57671955153137
mig,0.5,485.4042571860476,384.2154473355841
mig,0.6,564.3319708339383,471.4035004908658
mig,0.7,664.9435165467335,544.1359001609616
mig,0.8,748.648148409922,616.6170645651509
mig,0.9,824.7354844494222,692.4767295041381
mig,1.0,829.6954668806048,691.9067933813243
