mode,load,0_resnet101-16,1_resnet101-16
mig,0.1,0.014781951904296875,0.011920928955078125
mig,0.2,0.011205673217773438,0.011682510375976562
mig,0.3,0.011444091796875,0.011682510375976562
mig,0.4,0.011682510375976562,0.011444091796875
mig,0.5,0.011920928955078125,0.011444091796875
mig,0.6,0.011444091796875,0.009298324584960938
mig,0.7,0.011205673217773438,0.009775161743164062
mig,0.8,0.011444091796875,0.011682510375976562
mig,0.9,0.011920928955078125,0.011444091796875
mig,1.0,0.014781951904296875,0.0133514404296875
