mode,load,0_resnet101-16,1_resnet101-16
mig,0.1,0.0400543212890625,0.04076957702636719
mig,0.2,0.029802322387695312,0.029087066650390625
mig,0.3,0.029087066650390625,0.028848648071289062
mig,0.4,0.030040740966796875,0.029802322387695312
mig,0.5,5.0841569900512695,5.152225494384766
mig,0.6,12.375593185424805,14.612793922424316
mig,0.7,22.204279899597168,25.35843849182129
mig,0.8,50.07028579711914,71.34783267974854
mig,0.9,1099.1528034210205,1295.0234413146973
mig,1.0,5238.343238830566,3550.8463382720947
