mode,load,0_resnet18-16,1_resnet18-16,2_resnet18-16,3_resnet18-16
mig,0.1,230.97677127334396,240.66529974355387,228.67240742800146,113.07976705492828
mig,0.2,452.2438204196328,476.7706869396574,459.3416896110398,250.42000785736283
mig,0.3,706.3495988039565,682.3315788564103,675.3778106452044,356.78770100438373
mig,0.4,908.7378367625797,882.7940359850777,876.8235814068341,471.0495939662937
mig,0.5,1135.582615169965,1112.536664394545,1125.2918614144455,572.573565483047
mig,0.6,1365.4994447528134,1360.4774733336858,1399.6949768601144,701.6093582083533
mig,0.7,1578.6625023024362,1633.2126481311343,1591.4227587875846,820.8016983390329
mig,0.8,1845.7122933706628,1850.441770039201,1788.9018643653412,962.6906226629089
mig,0.9,2074.6414407728416,2033.230872660462,2066.542141697345,1042.7965736303956
mig,1.0,2295.647233634892,2281.637485735039,2271.498105731795,1192.3365941381878
