mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_mobilenet_v3_small-32
mig,1.0,6.623268127441406,6.731390953063965,6.748604774475097,11.587381362915039
