mode,load,0_densenet121-4,1_resnet101-32,2_resnet34-8
mps-uncap,0.8,176.19824409484863,174.18527603149414,119.06218528747559
mps-uncap,0.9,322.5846290588379,532.3774814605713,157.97948837280273
mps-uncap,1.0,1222.8507995605469,1512.460470199585,359.71784591674805
mps-uncap,0.5,54.290056228637695,107.75876045227051,37.67108917236328
mps-uncap,0.6,52.00457572937012,95.30997276306152,46.06485366821289
mps-uncap,0.7,80.32727241516113,147.98212051391602,78.70101928710938
mps-uncap,0.1,18.424510955810547,19.412994384765625,12.428760528564453
mps-uncap,0.2,36.061763763427734,28.11574935913086,14.317750930786133
mps-uncap,0.3,39.75200653076172,72.06153869628906,16.49165153503418
mps-uncap,0.4,38.42639923095703,54.44455146789551,23.89979362487793
