mode,load,0_inception_v3-2,1_mobilenet_v3_small-4,2_resnet152-8
mps-uncap,0.8,4.439949989318848,2.8076171875,9.249210357666016
mps-uncap,0.9,6.964921951293945,5.194425582885742,22.362112998962402
mps-uncap,1.0,74.77712631225586,52.13117599487305,197.75116443634033
mps-uncap,0.5,0.057697296142578125,0.5576610565185547,0.04792213439941406
mps-uncap,0.6,0.9570121765136719,1.058816909790039,1.0890960693359375
mps-uncap,0.7,2.6607513427734375,1.7242431640625,5.810022354125977
mps-uncap,0.1,0.05364418029785156,0.04839897155761719,0.057697296142578125
mps-uncap,0.2,0.04887580871582031,0.04649162292480469,0.05519390106201172
mps-uncap,0.3,0.04863739013671875,0.049591064453125,0.05340576171875
mps-uncap,0.4,0.048160552978515625,0.4197359085083008,0.050067901611328125
