mode,load,0_inception_v3-2,1_mobilenet_v3_small-4,2_resnet152-8
mps-uncap,0.8,17.560696601867676,11.349582672119139,41.620635986328125
mps-uncap,0.9,27.027606964111325,20.531415939331055,76.97858810424805
mps-uncap,1.0,167.14413166046148,90.20328521728516,380.06317615509033
mps-uncap,0.5,9.277677536010742,4.809141159057617,13.31753730773926
mps-uncap,0.6,9.569692611694343,5.214881896972656,17.148351669311527
mps-uncap,0.7,11.82801723480225,7.156419754028321,27.24890708923339
mps-uncap,0.1,4.883527755737303,3.250575065612792,6.888151168823242
mps-uncap,0.2,8.985877037048342,6.015634536743163,10.087704658508303
mps-uncap,0.3,9.536504745483398,6.313562393188477,12.31338977813721
mps-uncap,0.4,9.156227111816406,5.741477012634277,12.063121795654299
