mode,load,0_inception_v3-2,1_mobilenet_v3_small-4,2_resnet152-8
mps-uncap,0.8,5.47027587890625,2.412557601928711,10.941028594970703
mps-uncap,0.9,5.519390106201172,2.423524856567383,11.344075202941895
mps-uncap,1.0,6.0967206954956055,2.410888671875,11.668682098388672
mps-uncap,0.5,5.591392517089844,2.4423599243164062,10.368108749389648
mps-uncap,0.6,5.361795425415039,2.431154251098633,10.504961013793945
mps-uncap,0.7,5.415439605712891,2.4187564849853516,10.779142379760742
mps-uncap,0.1,11.62111759185791,5.752801895141602,16.870975494384766
mps-uncap,0.2,10.978341102600098,5.4225921630859375,15.314459800720215
mps-uncap,0.3,8.123397827148438,3.8825273513793945,12.249588966369629
mps-uncap,0.4,7.343530654907227,3.7450790405273438,10.613679885864258
