mode,load,0_inception_v3-2,1_mobilenet_v3_small-4,2_resnet152-8
mps-uncap,0.8,9.910345077514648,5.253434181213379,20.123004913330078
mps-uncap,0.9,12.552261352539062,7.668495178222656,33.458709716796875
mps-uncap,1.0,80.89017868041992,54.61001396179199,209.47933197021484
mps-uncap,0.5,7.943987846374512,3.6656856536865234,12.19797134399414
mps-uncap,0.6,7.373809814453125,3.676891326904297,12.373685836791992
mps-uncap,0.7,8.098602294921875,4.162311553955078,16.4642333984375
mps-uncap,0.1,11.94620132446289,5.919218063354492,17.064332962036133
mps-uncap,0.2,11.453986167907715,5.832672119140625,17.167329788208008
mps-uncap,0.3,9.423971176147461,5.309462547302246,13.62907886505127
mps-uncap,0.4,8.694648742675781,4.226922988891602,12.851476669311523
