mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,300.92811584472656,351.1110067367556,74.32131767272949
mps-uncap,0.9,1430.239987373352,2834.026002883911,852.1955013275146
mps-uncap,1.0,3233.0725669860844,7637.05575466156,6059.813737869263
mps-uncap,0.5,106.72073364257812,122.33004570007324,41.151142120361335
mps-uncap,0.6,138.67139816284197,172.56450653076172,60.62572002410888
mps-uncap,0.7,227.35798358917236,183.36544036865234,51.92570686340334
mps-uncap,0.1,50.126075744628906,64.19777870178223,24.19888973236084
mps-uncap,0.2,57.745075225830085,65.40679931640625,24.721097946166996
mps-uncap,0.3,60.9182596206665,74.94759559631346,27.72378921508789
mps-uncap,0.4,65.41252136230469,85.60206890106205,27.950549125671387
