mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,29.55317497253418,38.47193717956543,8.564472198486328
mps-uncap,0.9,31.09264373779297,39.08514976501465,8.679389953613281
mps-uncap,1.0,31.551361083984375,61.61975860595703,8.730888366699219
mps-uncap,0.5,29.315471649169922,38.21277618408203,8.575677871704102
mps-uncap,0.6,29.37173843383789,38.35105895996094,8.466482162475586
mps-uncap,0.7,29.410839080810547,38.220882415771484,8.496522903442383
mps-uncap,0.1,29.51645851135254,38.124799728393555,10.391712188720703
mps-uncap,0.2,29.41155433654785,38.18249702453613,8.882761001586914
mps-uncap,0.3,29.37769889831543,38.23232650756836,8.498430252075195
mps-uncap,0.4,29.293298721313477,38.167476654052734,8.648157119750977
